ESC_REDE_distance	ESC_REDE_randcontrl_distance	ESC_noclass_distance	ESC_noclass_randcontrl_distance	TSC_REDE_distance	TSC_REDE_randcontrl_distance	TSC_noclass_distance	TSC_noclass_randcontrl_distance	ESC_NEDE_distance	ESC_NEDE_randcontrl_distance	TSC_NEDE_distance	TSC_NEDE_randcontrl_distance	ESC_NonEnh_distance	ESC_NonEnh_randcontrl_distance	TSC_NonEnh_distance	TSC_NonEnh_randcontrl_distance
		42504	35847			1229758.5	2109893.5								
		53654.5	86585.5			1151059.5	79939.5								
		18155	36701			881354.5	1443.5								
		53470	79746			787843.5	304399.5								
		91453.5	11160.5			650163.5	1644484.5								
		111894	193255			562087	2562432								
		117111.5	28707.5			535358	1195938								
		117698.5	44182.5			329871.5	2275618.5								
		150587.5	34133.5			243568.5	1197792.5								
		170894	57333			106502	141386								
		175684	38160			18514	458201								
		58695.5	95083.5			189668.5	448819.5								
		30593.5	27870.5			281146.5	1493078.5								
		23910.5	161840.5			172459.5	90765.5								
		27000.5	53022.5			93304	31426								
		58695.5	42758.5			113342.5	1255245.5								
		30589.5	81698.5			201407.5	1935559.5								
		23906.5	17342.5			339187.5	151424.5								
		26998.5	12187.5			427280	30113								
		44925	105037			613539.5	203817.5								
		24603.5	1592951.5			527209.5	1006100.5								
		9283.5	34003.5			396030	1065596								
		26540	483			308051	609616								
		34144	458144			181194	97053								
		52699	35682			93194	334402								
		46158.5	46943.5			113227.5	228986.5								
		37889	126506			199484.5	107432.5								
		14523	93228			145148.5	121837.5								
		35463	11933			18453	1004291								
		36376	12461			168140.5	1511164.5								
		18000.5	1188561.5			106652	718330								
		44219	4080			18584	623221								
		49828	4780			55939.5	554686.5								
		36645.5	6483.5			30353.5	195992.5								
		692	2795			166733.5	611936.5								
		11699.5	188.5			254666	549080								
		31651.5	169981.5			102151.5	230500.5								
		25745	4675			14963	239951								
		100581	70973			135924.5	215622.5								
		28145.5	23266.5			180941.5	387032.5								
		13471	5336			92830	142652								
		288408	5337			110995.5	248408.5								
		69361	5469			152085.5	217092.5								
		239172.5	15811.5			93333	72606								
		512581	29275			112125.5	677137.5								
		16713.5	161528.5			91971	208986								
		27623	77111			126574.5	750984.5								
		14375.5	5656.5			262476.5	531631.5								
		3306	10244			335735.5	48852.5								
		3153	104677			474390.5	269188.5								
		2917.5	106851.5			500528.5	134458.5								
		7042.5	15396.5			700557	214649								
		9173	1799			788633	1240512								
		5155.5	144771.5			924474.5	1216006.5								
		33989.5	212909.5			1010822.5	101668.5								
		7596	284457			1216524.5	539247.5								
		1429	13312			1236530.5	16715.5								
		78261	359743			1324590.5	151510.5								
		39363	9133			1462428	270244								
		20219	84165			1555840.5	572381.5								
		18418	357			1598458	72772								
		285929	53725			1510401.5	2471614.5								
		16141.5	34925.5			1469780.5	60036.5								
		6136	22731			1315455.5	145266.5								
		860693	18950			1098905	949204								
		522279.5	5779.5			1028550.5	240089.5								
		428567	10640			900301.5	229162.5								
		233365.5	1445.5			816540	227806								
		38748.5	12680.5			612213.5	1167908.5								
		195498	7192			527765	269759								
		244861.5	4802.5			322373.5	35521.5								
		512130	12941			236052.5	86832.5								
		219288.5	152663.5			106708	1291914								
		284351.5	471417.5			18606	1082564								
		283089.5	78171.5			188573.5	758654.5								
		191359	59129			280017.5	403578.5								
		77777.5	858428.5			172993.5	276897.5								
		13041	8193			93176	1052675								
		13305.5	426805.5			56005.5	999448.5								
		47670	23657			30237.5	1982632.5								
		109463.5	183352.5			166748.5	2928922.5								
		347613	33727			252919.5	1175853.5								
		206153	9129			390712.5	164445.5								
		15214	2481			436542	1607844								
		91716	266725			168048.5	51256.5								
		36181	16918			106673	235944								
		57220.5	374282.5			18612	197740								
		1001650	3514			55916.5	705444.5								
		149062	72728			30359.5	98646.5								
		149640	1412771			105027.5	211235.5								
		78714	2036813			17001	179808								
		20470.5	441277.5			157214.5	746648.5								
		59023	61814			69702	220745								
		28360.5	5634.5			15092	844810								
		77631	90971			106161.5	478236.5								
		82038	5255			18444	1556584								
		81103	7069			35124.5	13028.5								
		19048.5	121639.5			163054.5	122537.5								
		14045.5	14883.5			251097	429451								
		4543.5	92767.5			455479.5	1782750.5								
		22184.5	225591.5			539957	179732								
		41466.5	132890.5			745270.5	72512.5								
		99537	3753			694768.5	599162.5								
		104947.5	7841.5			555456.5	151316.5								
		100964	16146			467424	86029								
		15867	41681			389745.5	159439.5								
		7522	3180			301678	818428								
		326044	3974			55935.5	258622.5								
		72931.5	283777.5			30332.5	241301.5								
		80027.5	11249.5			166703.5	617033.5								
		79820	16272			253346	381319								
		31230	99243			55875.5	1228250.5								
		30747	6836			30374.5	228647.5								
		569224	202			166927.5	1512769.5								
		754920.5	128341.5			254968	2192894								
		1031342	62282			461430.5	344344.5								
		1153588.5	19071.5			547670.5	805322.5								
		1460957	2369167			681011.5	771410.5								
		168243	4029			769096	717282								
		6370	21050			983164.5	1288960.5								
		34556.5	63251.5			1076540	1637369								
		39168.5	18105.5			1214235.5	816484.5								
		2331.5	4035.5			1302321.5	970938.5								
		4188	12192			1322348.5	750960.5								
		7010	3738			1342347.5	1371972.5								
		15262	19713			1547709.5	385058.5								
		11679.5	14834.5			1487339.5	1762394.5								
		1919	27344			1351606.5	521028.5								
		36582	11873			1325466.5	834516.5								
		23798	17364			1186812.5	1934700.5								
		25796.5	326233.5			1113549.5	285381.5								
		3445.5	76185.5			976445	69498								
		32359.5	5679.5			892003	285453								
		38018.5	8861.5			679664.5	933931.5								
		4259.5	620.5			593400.5	72936.5								
		36233.5	4075.5			469890.5	1464446.5								
		35632	59847			381777	1405715								
		826	8361			179679.5	1646953.5								
		21913.5	777.5			91746	142082								
		5098	653866			97280.5	261960.5								
		36225.5	14652.5			91550	100148								
		35624	243239			55841.5	1627514.5								
		826	4710			30284.5	94314.5								
		26717.5	15641.5			166683.5	303121.5								
		5097	34354			93182	340551								
		76304.5	36573.5			112167.5	384990.5								
		791.5	63755.5			92082.5	442891.5								
		7825	4982			118791.5	1032459.5								
		13412.5	87.5			204847.5	263288.5								
		14226.5	24669.5			182725.5	1134588.5								
		8834.5	346119.5			93148	1429997								
		4111	4773			112047.5	259781.5								
		6203	16886			91772	828937								
		5402	12815			113828.5	606025.5								
		18679.5	10770.5			200177.5	66772.5								
		13217.5	2735.5			332041.5	406002.5								
		9905.5	5919.5			432031	387441								
		4470	2771			399401.5	501288.5								
		2933.5	1479985.5			313279.5	274276.5								
		9668	19076			176323.5	49921.5								
		11183.5	70778.5			91078	60361								
		17842.5	21058.5			115418.5	7583.5								
		6693.5	97816.5			203432	1120930								
		1911	2455			35145.5	1595324.5								
		5361	13402			163194	303422								
		14563.5	8706.5			251219	158392								
		8153.5	49538.5			456714.5	1372456.5								
		221017	345			544705	483881								
		331464.5	1553.5			750261.5	655051.5								
		188166.5	8503.5			836214.5	138020.5								
		8611	14823			729981.5	843280.5								
		2480.5	13858.5			656611	145161								
		49730.5	13743.5			446386.5	80586.5								
		216187.5	11821.5			366649.5	221540.5								
		29514.5	8700.5			269224	157966								
		3504.5	10617.5			113464.5	98642.5								
		17424	816635			199718.5	355429.5								
		10151	26426			335951.5	291722.5								
		9392.5	220331.5			422653	118524								
		9746.5	17733.5			755883.5	241351.5								
		10371.5	43241.5			752492.5	1227032.5								
		4806	5243			616587.5	203960.5								
		4449	121164			528878	196548								
		26817.5	70703.5			218208.5	965782.5								
		29286	703724			132244	655661								
		53715.5	192330.5			142275.5	3232.5								
		52856	56095			228211	1422622								
		30579	42921			476432.5	546758.5								
		98551.5	7168.5			562567.5	954361.5								
		146950	225948			696031.5	1051396.5								
		66089.5	6033.5			779799	90946								
		72658	11031			1016912.5	495340.5								
		8562	56543			1103085.5	42103.5								
		7679	52752			1242769.5	80659.5								
		15443.5	25786.5			1323517	178117								
		3666.5	1200.5			1531430.5	989556.5								
		6257	620235			1617525.5	968424.5								
		497	5393			1753805.5	1413438.5								
		13801	4010			1965502	245955								
		20375	38445			2050300	85783								
		94334	290554			2186667.5	879814.5								
		269255	179711			2278955	1823441								
		268836.5	62925.5			2468301.5	753443.5								
		178936.5	161690.5			2554104.5	398640.5								
		15751	291160			2534535.5	1605788.5								
		15393	138631			2446766.5	18881.5								
		22419	193309			2370001	2029412								
		18230.5	34146.5			2275064.5	27751.5								
		11233.5	41246.5			2190018	49941								
		6869	166170			2052448	1146901								
		6781	265802			1966671	1680818								
		7532	458239			1754396.5	223031.5								
		12546.5	146789.5			1671903.5	1226696.5								
		12856.5	1598574.5			1526797.5	1927110.5								
		12854	483137			1357250.5	774200.5								
		57366.5	340393.5			1150398.5	116309.5								
		4343	44190			1121829	777457								
		4188	139148			1044633.5	163219.5								
		70993	6430			831354.5	272534.5								
		39233.5	40722.5			381712	2547397								
		157024	37683			260015.5	533577.5								
		311347	19505			154947.5	60489.5								
		311741	115441												
		385462	65573												
		747909.5	26325.5												
		754336	513916												
		998194.5	38326.5												
		1170841.5	19432.5												
		1473285	49122												
		1581393	52120												
		268530.5	1264.5												
		14403	25869												
		213492	60853												
		101330	1539775												
		44867.5	28351.5												
		100226.5	9340.5												
		534492	157263												
		5483.5	117515.5												
		5839	2624463												
		1733.5	22828.5												
		2038.5	14624.5												
		21465.5	77030.5												
		6358	276161												
		50740	90343												
		18134	154759												
		15515	191320												
		211411.5	1722446.5												
		294293.5	244122.5												
		173046	108674												
		462650.5	3462.5												
		329183	13580												
		328990.5	11980.5												
		50803	38992												
		102986.5	80889.5												
		4438.5	265305.5												
		29423	338871												
		443548	260586												
		555835	90137												
		95483.5	287520.5												
		226330.5	1302072.5												
		229761	41062												
		18537	49695												
		4615.5	150.5												
		415228	137824												
		622740	675092												
		158488.5	61768.5												
		10844.5	38880.5												
		32578.5	161763.5												
		99438	961998												
		134629	829273												
		134748	81650												
		426391	16934												
		760240.5	34809.5												
		757909.5	230684.5												
		757613.5	10057.5												
		740064.5	13150.5												
		99113.5	15653.5												
		179796	13044												
		446268	53142												
		98093.5	19885.5												
		10148.5	204069.5												
		5585	1511455												
		442263	228443												
		442355	58213												
		450169.5	114546.5												
		317694.5	415944.5												
		213746.5	15841.5												
		50884	705186												
		41951.5	148633.5												
		66366.5	98399.5												
		12220	36305												
		17937	182574												
		18179.5	53913.5												
		15872	117010												
		58569	49246												
		205672	195633												
		307864	24092												
		307971.5	1592713.5												
		28438.5	40862.5												
		62011.5	52918.5												
		59214	39000												
		57688.5	652597.5												
		51448.5	1535.5												
		19715.5	32667.5												
		20452	68338												
		90480.5	1427.5												
		170309.5	96335.5												
		293358	4577												
		402065	393051												
		212530	193646												
		420099	61838												
		412648	357												
		394163	18596												
		192027.5	491212.5												
		79482.5	44134.5												
		85617	347892												
		3603.5	129145.5												
		37820.5	25732.5												
		38493.5	95635.5												
		15198	81879												
		9501.5	396499.5												
		197182	19218												
		146590.5	23434.5												
		129770	17358												
		75784.5	6819.5												
		66803.5	43802.5												
		33056.5	105999.5												
		15727	366288												
		174871	169287												
		174507	1327104												
		70139	33357												
		69508.5	85177.5												
		9031	109712												
		5721	56068												
		2090.5	122609.5												
		2157	103029												
		2500.5	20414.5												
		891.5	7965.5												
		21534.5	218181.5												
		27976	511090												
		11427.5	68292.5												
		13230	162592												
		28659	387574												
		13375.5	6915.5												
		300485.5	38098.5												
		301908	15170												
		375881.5	1808.5												
		405559.5	27947.5												
		528180.5	9660.5												
		533100.5	41046.5												
		215192	65982												
		21783.5	13479.5												
		21453	23335												
		79454.5	621772.5												
		306439.5	26920.5												
		311284.5	612085.5												
		639902.5	16836.5												
		601962.5	321975.5												
		598611.5	1198731.5												
		199477	24307												
		194134.5	6373.5												
		193935	31886												
		131883	5650												
		83271	1783070												
		31768	181345												
		93450	495606												
		70377	38810												
		48966.5	233726.5												
		40005	1230746												
		2836.5	864969.5												
		314172	246132												
		232023.5	68397.5												
		211807	10362												
		211681.5	181547.5												
		211432.5	700630.5												
		14745.5	28930.5												
		18367	195720												
		11489.5	39390.5												
		7087	62833												
		6864.5	62590.5												
		69362	8442												
		33928	253714												
		12510.5	35997.5												
		11394	37303												
		4923	570438												
		7824	2097513												
		13964.5	64597.5												
		628983	9318												
		1079619	420223												
		496420.5	331324.5												
		359413.5	466939.5												
		202928.5	603644.5												
		536122.5	43009.5												
		730483.5	195634.5												
		1032452	139080												
		788255	261180												
		605347.5	32663.5												
		603946	42560												
		182295	137841												
		132011	2111												
		4625	340399												
		18385.5	108113.5												
		11711.5	126569.5												
		12810	48652												
		13103	394394												
		13308	101933												
		17406	229544												
		17189	236709												
		19617	304729												
		15882	154842												
		6445.5	24464.5												
		9266.5	958099.5												
		27208	97707												
		185929	7563												
		14444.5	431797.5												
		30505.5	14207.5												
		27865	2638140												
		35638	28770												
		47545	7353												
		344473.5	7376.5												
		321699.5	19356.5												
		281476	6297												
		204852	87735												
		198963.5	7940.5												
		74415	539												
		10444	25364												
		46657	348987												
		209615	128661												
		171427	3682												
		165859.5	17626.5												
		96414.5	80358.5												
		25720	22645												
		62482.5	24413.5												
		111270.5	12145.5												
		188886.5	197272.5												
		198724	77086												
		212395	18037												
		246472	7152												
		237275.5	10746.5												
		163985	29667												
		146846	222219												
		8397.5	541443.5												
		71383.5	447748.5												
		410476.5	868987.5												
		352448.5	33766.5												
		351845	252931												
		343611.5	198986.5												
		341956.5	40244.5												
		341762	1346890												
		341512	63831												
		341320.5	9237.5												
		341163.5	2443.5												
		336712	206061												
		15439	53321												
		14721	53414												
