ES_mean_A_No_ES_Enh_only	Rel_exp_A_No_ES_Enh_only	ES_mean_N_No_ES_Enh_only	Rel_exp_N_No_ES_Enh_only	ES_mean_B_No_ES_Enh_only	Rel_exp_B_No_ES_Enh_only	ES_mean_A_ES_NEDE_only	Rel_exp_A_ES_NEDE_only	ES_mean_N_ES_REDE_only	Rel_exp_N_ES_REDE_only	ES_mean_N_ES_NEDE_only	Rel_exp_N_ES_NEDE_only	ES_mean_A_ES_nonEnhTE_only	Rel_exp_A_ES_nonEnhTE_only	ES_mean_A_ES_REDE_only	Rel_exp_A_ES_REDE_only	ES_mean_B_ES_NEDE_only	Rel_exp_B_ES_NEDE_only	ES_mean_N_ES_nonEnhTE_only	Rel_exp_N_ES_nonEnhTE_only	ES_mean_B_ES_nonEnhTE_only	Rel_exp_B_ES_nonEnhTE_only	ES_mean_A_Mixed	Rel_exp_A_Mixed	ES_mean_N_Mixed	Rel_exp_N_Mixed	ES_mean_B_ES_REDE_only	Rel_exp_B_ES_REDE_only	ES_mean_B_Mixed	Rel_exp_B_Mixed	ES_mean_All_A	Rel_exp_All_A	ES_mean_All_B	Rel_exp_All_B	ES_mean_All_N	Rel_exp_All_N
0.01517623	1.48761248	1.8734238	-1.35188775	-4.6443695																										-4.18946385	-2.22042045	-4.6527741	-0.4189783	1.9050967	-1.16372715
2.2606703	-1.83812785	5.18675185	-0.27432305	-5.3351772																										-7.5342757	0.323735299999999	-1.269918	-0.60788568	0.91072158	-0.89252557
2.764807	-0.0331572499999999	4.387521	0.0691076499999994	-6.89150725																										-2.93122805	5.09014785	-1.06234995	-2.60370485	0.17165615	-0.4368986
-5.258127	-4.47109047	2.43256425	-0.416321	-2.6009755																										-0.3619163	7.5758622	-7.36376545	-0.100263200000001	4.65191555	0.0616962499999998
1.38235275	-1.4533901	4.6697833	-0.6957808	-5.5714847																										-3.66122625	4.1718972	-6.4317337	-0.176264700000001	-1.67660785	-2.39532535
2.5358646	-0.45234805	1.93319055	-0.351377	-3.9092115	-3.173646345																									-2.92184965	-2.7769287	-7.2891945	-0.46874615	-1.42924055	-1.747566935
-1.6521534	-1.503940697	-4.91004865		2.37523305	-0.0762026499999999																									-2.53020775	3.19721025	1.6413655	-0.60916715	-0.3912874	0.4711256
-5.65831		-4.6075927		1.6382251	3.20744841																									0.3672913375	5.2657733375	2.4970297	-0.1566105	-5.7990911	-0.1762646
-7.1857469		-6.1177781		-1.001986735																										-2.55300715	0.42455195	0.6275496	3.4205205	-6.77706475	-0.176264900000001
0.12298831	-0.87362351	5.843461	-0.209789750000001	-3.8787727																										0.8774512	-0.03691335	1.92613815	-0.29021285	-6.1512144	-0.17626505
-1.20861325		4.97970365	-2.07756285	-0.935095225	0.525806725																									-6.9569075	-0.100263099999999	3.40735505	0.914373299999999	-6.42654465	-0.1762649
2.97487495	-0.13750685	1.593254	0.76511035	4.40461675	0.38388795																									-0.518544685	-0.860246305	-6.4161113	-0.176264850000001	-5.84734635	-0.176265150000001
-6.29985855		6.2537839	1.12907975	-5.38200325																										0.96957755	-2.30058345	3.10273575	-0.67644945	-2.5213742	-2.25021393
0.690043135	-0.741923315	-1.4852518	-2.2122778	1.44136065	-0.18700785																									3.9834349	0.0440081500000002	-2.42933925	0.49898405	2.4598398	-1.6700523
2.1060121	-0.40723385	1.94454675	0.0199787499999999	0.754018075	-1.336568825																									-0.34026919	-1.128424255	3.96529625	-1.8154941	0.18451858	5.01414608
-1.3327571		7.8600995	-0.242003499999999	2.64925515	-0.14958785																									2.80103765	0.1740964	3.9084295	-0.12812125	-5.68495135	-0.176264550000001
-6.26991425		5.4955788	0.335337300000001	-4.94181375																										-3.3280755	0.16277125	2.5579678	2.12122618	-4.7371514	-4.788265425
1.4122138	1.62323209	-3.82105255		-4.64082915																										3.19149015	0.4796355	1.3445359	0.1325295	0.89908262	0.70076209
1.6997853	-0.0607269500000003	2.20116785	-0.7104485	-6.6974509																										3.2924716	-0.8622129	-5.62279515	0.9757387	8.703538	0.9256765
0.76715518	-0.49335772	1.38279805	-1.1609428	-7.2330745																										1.72959365	-0.16559875	-6.16758205	0.9757382	3.13098235	-0.4987063
0.201430225	0.47841539	-0.2014167625	-0.5803485675	-7.3042655																										2.4631914	-0.62889325	-2.7718902	-2.62177146	0.237244098	0.741622718
0.50923662	-0.96534903	-2.67210175		-7.32517245																										2.16393085	-0.83339165	3.06772935	0.79714725	3.8208334	0.36835305
0.234719935	-1.206414965	1.8528508	0.51091685	-5.5620517																										4.52099705	-0.1998403	-1.46464535	5.4231475	-0.045772885	0.252372603
-1.84326525	-1.034368265	-6.6065735		-6.8721542																										3.76946175	-1.0447694	3.4328543	1.6756897	4.9376327	-0.0713286499999999
4.01776585	0.0586546500000003	1.08300045	-0.7232557	-6.39442535																										4.23489715	-0.0950524499999998	4.397679	0.32322175	4.49365285	-0.408982
-3.4332745		3.8336965	0.30060645	-5.809758																										-3.19283085	-2.95574827	1.079303875	1.33419818	2.0475018	-3.54060625
0.34106098	-0.347413405	-0.699642865	0.0600603	-7.6325915																										-1.44418215	-0.28948865	-5.87638935	-0.176264850000001	6.5405126	0.40772675
2.0311588	-0.8586848	-5.959368		0.31903679	-0.19233846																									2.0061713	-1.4688337	-6.98626085	-0.17626445	1.64880955	1.4833165
2.405931	-0.1388026	-7.13265475		-8.0558667																										0.9530829	-0.6979376	-4.40251715	0.76821955	3.97052955	-0.8976009
-5.76112325		-5.38196345		-6.7324443																										1.1383203	-0.7233909	-0.111448716	2.766359734	3.1770456	0.03109305
7.0716055	9.6481594	1.56765415	-0.52915625	-2.2401667																										-0.39695052	-0.719465475	-0.104832098	-0.691081463	2.0358529	-0.64992835
-5.73994255		1.9678565	0.31579085	-6.4895402																										3.4755753	-0.44466455	-7.1851685	0.4757385	-1.44471295	-2.77119205
2.6393965	-0.3221138	-0.5478881	-0.170982873	-4.5644655																										-0.4662268	-0.520292795	-5.1408011	-0.1002631	-0.100554705	0.862586745
-0.60839505	-0.9548766	1.4027418	-0.2036502	-6.7685567																										1.787994	-0.28440575	-4.1928557	1.69221815	-0.100554705	0.862586745
1.0684156	-0.0404126499999999	2.1509805	0.89919255	-2.14378085																										1.7193045	0.00732049999999984	0.65630499	-0.860253935	1.2690442	0.1914055
6.042369	1.48605015	2.2214353	0.30216575	-4.6412518																										-7.46272945	-0.10026345	5.09529615	0.2069059	-3.1490391	-4.49593045
-0.172058062	-0.516326597	0.602446685	0.00964741000000002	-4.06313555																										2.5588702	-1.2243146	-1.93580065	3.016451	-6.4517355	-0.176264999999999
1.7862465	6.05010065	0.960828535	0.28378272	-6.39265265																										3.63733865	-0.93866775	-7.07227565	0.24773335	3.14457005	-0.5838091
-3.5346375		1.884301	-1.1635974	-8.6405875																										-2.45539	-2.990231576	-7.9376485	-0.1762643	3.2425883	-0.9390569
-4.4476979		-5.5779105		-5.55910465																										-0.75703465	1.13652175	-0.01564751	-0.69517725	-4.0502264	1.61621635
3.1211884	-0.53975595	4.1513624	-0.0110101999999994	1.10987985	-0.3642995																									-3.4296017	-0.1264968	3.6900451	-0.5115893	-1.93244605	0.55238115
-5.73710875		-5.95537065		-1.4082815																										-0.757763725	-0.44917682	1.3148789	-0.61867065	-4.79262435	-1.46874615
-5.6467905		-5.95537065		2.81078085	0.9448707																									2.9754348	-2.33826285	1.8692127	-1.23208455	-0.2005954045	-0.187011927
-5.52153015		-1.87867685		-6.31002355																										2.5995432	-0.33389525	-3.9693922	2.01946985	-6.4584483	-0.100263300000001
-6.0162271		3.1725812	-1.54197905	-6.4190171																										1.5629147	-0.81709125	-1.36416746	4.65889934	1.56010495	0.357135275
3.859658	-0.529981000000001	2.7241959	1.4857774	-0.39880553	-2.23000733																									1.70796925	-0.51848845	2.872566	2.4578158	-4.7517245	-3.5002507175
-7.0222485		5.2880485	-0.00102279999999944	-5.4326961																										-0.0895224385	0.021878394	-4.64140665	0.85318235	-6.8640745	-0.1762647
-0.92761183	-4.19782278	2.14897395	-0.4595045	-0.210955179	-0.730626764																									-2.70635825	1.2274129	3.1086059	-0.20605025	1.024471715	-0.647783685
-5.2001569		3.95351625	-0.3282186	-2.1063074	-2.53753155																									3.756351	-0.87947485	1.62477395	-0.2326112	3.24462295	0.0937958999999999
0.77384435	-0.7055605	0.136199925	-0.1641603	-1.91883135																										7.509076	-0.450425299999999	1.0121078	0.403011772	3.24462295	0.0937958999999999
3.30786215	0.6771493	1.3134189	-0.7129932	1.13940488	-1.29559752																									2.2082937	-1.41896785	-3.7588978	1.2125389	-2.03243885	-0.8467831
-7.1371665		-0.252849975	2.353606225	-1.28910105	-1.35537643																									-4.50193095	-0.1762648	-0.69189722	-1.93141937	-0.149013655	-0.980671305
1.69632335	-1.74992545	0.043354463	-0.041475439	-6.68880915																										5.05836745	-1.2251344	-0.10963752	-0.02825322	-7.0080377	-0.176264699999999
-7.1442075		3.67302965	-0.0296955999999997	0.403505025	0.05559613																									2.39796055	-1.21383045	-3.34968495	-4.6958075	-5.5839665	-0.1762647
-6.9040295		2.77943645	1.4505884	-7.8663																										3.3355719	-1.1346713	0.765378185	2.192083835	-7.0408543	-0.176264849999999
1.47811045	-0.2747778	1.7328682	-0.4449027	-7.71324165																										-0.6183349	1.98469925	-1.7252302	0.34120215	0.849690945	-0.590342255
1.9595837	-1.7353088	2.90658245	0.0565669	2.49296685	-1.28079215																									4.3344917	-0.870641	1.4181565	0.684123475	-2.35741865	4.49656785
-7.2534039		-6.8003877		-7.0516048																										4.3696438	-0.9126879	-2.85622465	1.392487	4.24531415	0.15461985
7.10824725	0.9507829	3.564291	0.8736646	-5.6646421																										-3.6398331	-0.17626495	0.67235532	-0.45629153	-5.197068	0.3997367
-0.83001073	-1.13862074	2.6313164	0.14604075	-7.4798373																										-1.7978394	2.0607008	-4.9457309	-0.176264750000001	-7.0777287	-0.1762649
3.18126465	-0.63893435	0.397581575	0.047390235	-5.7336581																										-5.9131263	-0.17626465	-4.9278895	-0.7522661	-4.06629685	2.46437835
0.10075029	7.74987844	-7.1144015	-6.773209675	1.7356272	8.37825805																									-3.1837949	3.3531821	-4.9392688	-0.176264799999999	-0.8844678	-1.70696503
0.9195912	-0.78067485	2.74305095	0.0635804499999999	-1.78029215																										-6.5594205	-0.17626495	-5.04085395	-0.176264949999999	1.99883305	-0.13858065
-0.6668091	1.30846315	4.7121482	0.79799485	-6.2040563																										-6.4311578	-0.1762648	-4.91312645	-0.1762648	-6.3783917	-0.1762649
-5.2657875		1.8460454	-0.4185078	-0.64909762	1.16514013																									-3.92756345	1.5607008	-5.0010741	-0.1762646	-4.7344985	-2.56694475
-7.78451975	-7.398643135	-1.4736342		-5.7901575																										0.61992764	-1.63439841	-5.3186519	-0.8282678	-7.54698945	-0.17626445
-6.2289695		3.9435886	0.346005	-7.14139535																										-0.2234224	3.53054895	-3.25477065	-1.787461	-0.9149021	-0.43592543
-5.7766115	-8.62540085	1.05092439	-0.57381341	-0.15059128	-0.615001795																									-1.99920995	3.18496815	-4.9617613	-0.176264849999999	0.411004568	2.132692518
1.472665	-0.40435675	0.99588988	0.869559265	-3.4275317																										-1.51916785	0.0799322499999999	-4.99329665	-0.1762649	-0.464669495	-0.6297099875
0.8187756	-1.85004385	-6.60555375		-7.6114083																										1.01763105	-1.4688831	-5.9939838	-0.100263400000001	-0.569257215	-0.32397075
2.1357464	-0.8802919	1.9593284	0.1026421	-7.505216																										-1.90087905	4.08289845	-4.999522	-0.17626485	3.3732165	-0.4021235
-6.8213757		0.622473885	1.65852765	-7.0510045																										-2.529165	-2.56495578	-5.2756965	-0.176264700000001	-6.5012245	-1.6207492
-0.877303785	-0.34600793	7.09473835	0.174497049999999	-6.83106485																										-6.6075927	-0.1762647	-5.1072135	-0.176265000000001	0.89582922	0.311534575
-3.7949667		5.92318985	0.25157585	-6.77389035																										-5.91395085	-0.176264600000001	-4.9948555	-0.75226625	-0.16558451	1.61204084
-0.332595825	-1.918207575	1.9427348	-1.1988265	-2.6275203																										-2.3414434	-2.7419901815	-3.54224755	-1.0856753	-0.16558451	1.61204084
-5.6086109		5.8500573	0.832313549999999	-0.53003034	5.65889986																									-0.984006815	4.591372685	1.47432475	0.0363579000000001	0.569971395	-1.299142955
3.9866165	6.18136095	4.88051025	-0.26731945	-6.42481135																										-7.30206395	-0.17626495	0.67209205	-0.20957595	0.918233385	0.99545308
0.78650502	-1.92294003	3.6032653	1.2089536	-6.5881035																										3.4223482	-0.27533095	-5.32733925	-0.1762651	2.95528175	-0.2355279
1.0686286	-2.13434765	5.39275955	1.0867263	-6.7702547																										-1.30004915	-2.4779634	4.8913763	0.5447639	-7.1236933	-0.176264649999999
3.2724247	-0.91546845	-5.0026245		-6.00417305																										-7.44348235	-0.1762647	-5.8507935	-0.17626465	-5.487984	1.06070085
-0.133538585	-2.537559835	-5.0026245		-4.3959426																										-1.34609845	5.51612675	3.4099519	2.014214	2.0513866	5.78310475
-4.215493		5.14800325	-0.0398171499999993	-3.2523267																										-4.05854235	1.531254	-6.18292675	-1.17626495	-5.109853	0.56070105
4.05369895	-1.09818895	0.0112554275	1.1719706775	-7.1928948																										-2.4718574	4.81736745	-1.067305735	2.069127315	-2.44651375	-1.19268035
-2.7935436		5.14744475	-0.0583010999999996	-3.55167885																										0.269211065	-1.821143085	-5.34822135	-0.17626485	-0.9945459	0.44218135
3.45651915	0.56000485	4.8852627	-0.2464063	-3.21623715																										2.72440965	-0.27969305	-2.9845512	-2.39203676	-3.35449015	2.3997367
4.67064735	0.39537985	3.64076235	0.1275746	-1.9832757																										4.2660866	-0.390603	-0.95112678	-1.88474423	-1.75663345	-0.69564657
3.0254322	0.7372341	3.8990351	-0.610494	3.14137695	-0.36186045																									3.17253915	-0.3282301	-5.95765435	-1.48460005	3.0168675	-0.55932265
1.49963105	-0.67134515	0.68048648	-0.95025222	4.92953875	0.142764000000001																									0.275878565	2.474813715	-4.8106435	-0.176264750000001	-0.029123231	-0.574020466
4.525771	0.62060605	3.2981459	-0.6539554	-4.8679075																										3.63626385	0.31237685	0.208220757	2.970775257	1.5042045	-0.75068485
4.55477125	-0.61584075	2.87508895	-0.1630062	-0.14362195	-2.0366611																									-2.7187328	0.768644000000001	-0.48299785	6.13670245	0.194769385	-0.573972435
2.339245	-0.3334552	3.41969305	0.0842621499999998	-5.5759115																										-5.7051344	-0.1002634	-5.27312945	-0.176264450000001	0.194769385	-0.573972435
-0.40296708	0.74018027	4.7547073	1.39536985	-4.5128525																										0.791433025	0.3654876505	-5.08689335	-0.1762648	0.634978295	-0.998885105
0.9892195	-1.21379285	1.073367825	1.22065869	4.3135366	3.01896615																									-4.7301303	2.3531819	-6.7216585	-0.1762647	-0.366112835	-0.447170755
2.67382895	-0.57059705	4.30279175	-0.42046555	1.86639715	-2.1585327																									-3.6689651	1.56070075	-6.06257135	-0.176264649999999	-0.546359585	-1.993650335
-1.14811263	-4.39885963	0.92866175	-0.40329225	-3.83994865																										1.35319755	1.07248513	2.1379526	7.82704115	-0.209725428	-1.502615828
-7.724715		2.62717635	7.5971072	-3.2539265																										1.5545957	6.2348213	2.8632624	-0.1907114	1.44165185	0.1727367
0.044267425	0.30965558	5.23544885	-0.50459765	-1.50552135																										1.34574925	1.438828247	4.8966925	0.0196151499999999	-1.8537248	-2.479964665
-4.0574402		-6.2865557		5.2618008	-0.00836020000000026																									0.97974875	0.0921986	2.7212298	1.11852485	-7.21646875	-0.176264900000001
-0.30158478	5.19992552	-7.5504384		-6.6418525																										-5.0365345	-5.01907698	-2.76768615	3.74918565	-5.19391285	0.8997363
-6.5667765		-6.35794465		0.72511937	-0.46129638																									-1.61036885	-0.415288384	-0.875659325	-1.059768545	-0.690147475	-0.4724357735
-5.8430255		-6.7986447		1.76173235	1.22887231																									3.1268343	0.2624928	-6.7779705	-0.17626465	-1.07842975	-1.15975022
-5.21412865		-6.18487135		1.13570985	-2.02295975																									0.6657872	-1.4140361	-6.41104325	0.399735999999999	-5.15414705	-2.80652845
-6.63734035		-6.23670245		1.53504265	-0.96670475																									0.6657872	-1.4140361	-4.0755135	1.77718035	1.8222572	0.2559623
-7.0226302		1.8744667	-1.05981225	-5.7619475																										1.314586185	1.855155695	-7.23076155	-0.176264550000001	-2.18823205	2.8312105
-3.95376835		5.238589	0.230221449999999	-0.29241746	1.63775089																									-1.7314626	-3.5418758	-1.6542245	4.17395485	4.23126245	-0.9033785
-3.397375		2.2367931	-0.55140175	-7.50687785																										-5.5464045	-0.968745849999999	-1.29558075	4.49699205	-4.28440065	-1.82997875
-5.69199085		-1.78726325	-1.574013825	0.603424725	-1.406934075																									-1.13672898	-1.15203191	3.5199541	-0.5046666	-0.3604017	-3.0396039
-2.68239845		0.186624485	-0.58625919	-5.7042303																										-1.13672898	-1.15203191	0.99933747	-1.71325398	-6.6081015	-0.176264400000001
-5.0149685		-3.03036455		-3.9081714																										-3.4719276	0.55570905	-3.51377905	1.0664487	3.04952085	0.12723985
-1.547631	-1.400918345	2.0389262	-0.479888	-5.9048586																										2.656139	0.1741609	-7.6075927	-0.1762647	-2.79258345	-0.6455644
1.1238356	-0.7393519	3.8113695	1.32407695	-2.2342185																										-0.77612165	1.1922182	-5.46987605	0.93493155	-1.2000186	0.20465555
-3.9048588		4.64844705	0.285938699999999	-7.03936295																										-0.68259338	-2.92526748	-3.8680625	0.3459325	-4.9120207	1.77718045
-0.283352625	-1.109190025	4.1539195	1.82605515	-6.1151185																										-4.74364585	1.06966185	-7.925031	-0.176264850000001	-4.1602525	3.590148
-0.317579435	-0.2816096675	6.4589187	-0.10821	-6.18438135																										-0.2565465	-0.2201001	-5.20670155	2.22741245	3.58090285	8.77831845
-4.257174		4.5500005	-0.775068249999999	-5.1828403																										4.138672	-0.0546931500000003	-2.03079705	3.9312417	-1.41995105	-2.237947825
-7.50958465		5.0312565	-0.60793105	-5.1857469																										-5.50630935	-0.176264850000001	-4.2354126	1.63670255	-6.925848	-0.10026325
-6.00958465		3.20464405	-0.9503203	-5.1802765																										-5.859376	-1.4132302	0.8333528	-1.81215	-0.964720925	5.821174175
-7.12831685		3.8298124	0.39063845	-5.7039217																										-6.40442965	-0.17626465	2.990376	-0.2751508	-5.5388665	1.3794157
-4.34900095		-5.95497485		-4.0081768																										-6.8836579	0.3237353	1.58898765	1.4459216	-2.10080235	-0.693680765
-6.11726725		2.51340925	0.54456025	1.49115505	9.69730755																									-5.13384115	0.399736599999999	1.07885285	-2.09090295	-2.256506	4.70545455
-5.432492		5.37402115	0.225921949999999	-4.64607165																										2.4753522	-0.85452865	-0.22159925	-0.565068605	1.8741878	8.9683126
1.90300195	0.11794325	2.715638	0.51038575	0.654544325	-0.52650309																									-3.5489093	-2.10026335	-2.4941995	-1.794784235	-5.92933225	0.899736649999999
-0.438732415	0.575912285	4.389329	3.297140385	-4.7946231																										2.8840165	-0.1595694	4.0959095	-1.2759379	-7.1905163	-0.176264850000001
2.37750485	-0.172802	0.30963591	5.47118906	-4.81946735																										-0.5748323485	0.4664363015	1.94986685	-0.4652027	-5.344558	-0.1762642
2.1492193	-0.6719669	-1.51225425		-4.58913565																										2.88670305	-0.2365399	-2.7837168	-0.68423565	5.4256892	0.782673450000001
3.4552315	0.30911565	2.8073541	0.389446400000001	-4.3902855																										2.7704777	-0.0236996	-2.61988575	2.86641825	4.38685375	0.0175146000000002
0.105660652	0.799159482	4.29367465	-0.366536200000001	-4.48428295																										-0.10971442	0.431475805	-5.74874965	0.823735599999999	3.0168265	0.0124515999999995
-5.8923675		1.1063115	-0.11639995	-4.694576																										1.5401751	-0.3178682	4.3100492	-0.22630545	-3.63222645	1.48469915
-1.4918508		1.61464915	4.0665941	-4.4091135																										-2.7764894	1.9643783	-5.9465367	0.9757385	1.74207385	9.28464085
-1.96955065		3.86051585	-0.9042385	-4.5344497																										-6.01343135	-1.25226635	2.44315685	0.19119745	6.3347228	1.1309214
-3.50146595		-5.8863715		-2.30313355																										-1.245900375	0.695604725	6.46413375	-0.693562	5.6283635	0.94263675
0.44586018	-0.505285995	3.0923015	-0.58042345	-2.30313355																										1.2283389	-1.16580175	-4.426124	1.76821925	3.2676863	-0.65813465
-4.40429935		3.7309425	-0.36489215	-5.3950157																										-4.57073085	-3.790673975	-0.32325356	0.036242215	5.7532009	0.906262999999999
-6.22398165		4.11024125	-0.1530009	-2.9917364																										0.720673385	0.747239491	5.1776985	1.01662695	6.2418638	0.67701855
1.8371051	-0.4589699	1.58433815	5.59914285	-6.6142005																										-5.3518755	-0.176264700000001	2.08272225	0.00962564999999982	4.04119475	-0.0451287499999999
0.95719165	-1.14714115	3.22451235	0.40677645	-5.6912698																										0.17123499	1.02816699	1.8374197	-1.63313085	2.2608414	-0.2563802
2.0947096	0.31841315	0.49460225	-1.1756777	1.6902095	-0.5054171																									-5.7784231	-0.176265099999999	0.5024691	0.4755089	5.08773875	0.54318235
-0.9571275	-0.22312065	-5.750486		-5.9368508																										-5.3591559	-0.176264750000001	-1.18927705	3.10840105	3.92246855	0.69788645
0.7327195	-0.95125415	0.16357661	-1.80504434	-6.0767262																										-4.8507935	-0.17626465	-2.41315625	-1.43174575	2.1939711	0.45427535
1.5999101	-0.31910025	1.0241819	-0.31088695	-5.3543062																										-5.083967	-0.176264849999999	-0.934105925	5.167860225	4.700478	0.28294715
-1.86188975	-1.07051265	-1.70657575		4.35994	-0.0837868000000004																									-6.1144015	-0.176264649999999	-1.40506225	2.14566345	4.7734935	-0.3786893
-5.3001615		4.8971762	-0.754978800000001	-1.92588845	-1.3794933415																									0.96468457	0.723656125	0.0712956	6.08350475	-6.29163785	-0.176264600000001
4.9638987	1.51715805	-5.1122485		0.64711998	-0.96443462																									-4.6517398	-0.1762648	1.0613658	0.83492667	5.1066025	-0.2351145
-6.9685205		-4.9776151		-6.13857745																										-4.3783918	-0.176264600000001	1.83128995	0.60558502	0.102588998	-1.215346452
-5.1502963		-5.04537415		-6.23999215																										-4.7583725	-0.1762647	5.64096225	-1.17091295	-1.03387325	1.06966175
1.80861745	-0.23548225	-4.9489515		-0.1815865	-2.58212635																									-5.06961	-0.1002632	4.39936495	0.76515705	2.899504	-0.9406847
2.60020095	-0.27274495	-5.19797865		-2.9741305																										-4.56183735	-0.1002631	1.01502605	0.825963185	-2.88482105	1.3326962
0.10204089	-1.53030526	-5.04687775		-2.5687738																										-4.78744535	-0.17626435	-0.993895485	-0.7330720075	2.8975425	-0.73396825
-0.425877185	4.080599215	-5.09127185		-3.08810685																										-3.5315913	0.8997367	3.16833575	-0.98073285	0.724182085	2.713388535
-7.1459625		-6.26604635		-5.00285765																										-0.1985448	-0.751768528	-1.17946275	-0.2582526	-2.655687	-0.17626465
-5.4534452		-5.0057205		-3.48277285																										-3.545554	1.7011789	-0.343850828	-0.841237493	5.1749078	0.0397285499999995
1.8806649	0.0921358000000001	-5.18438135		4.15717985	0.6697995																									0.229791605	-0.927769295	-4.72682725	-0.176265099999999	4.447524	-0.314680900000001
-2.1594441		-5.0287303		1.5017606	-0.32303325																									5.1270953	-0.393051199999999	-4.57461535	-0.176264900000001	7.04935735	-0.46246965
8.43275575	-0.663241250000002	-5.46641675		-0.84284225	-4.2350336																									1.46592395	1.19643198	-4.84907105	-0.176264750000001	4.47876825	-0.39614555
8.43275575	-0.663241250000002	-5.18711115		-0.556552275	-0.4741267865																									-3.21518885	-0.8299178	-4.7079433	-0.17626485	1.21016915	0.550120095
0.068172785	-0.58627124	-4.2161134		-5.31205175																										-1.48541925	-1.00563988	-4.75101175	-0.17626465	0.3105404625	-0.8824144375
-1.69229415		-6.1322175		0.86515643	-0.77488392																									-3.5332007	-3.31593085	-6.1857469	-0.17626475	-2.69354595	-2.31468479
0.84832617	0.79804215	-4.9870445		1.477538	-1.25406195																									-4.78384335	-0.1762648	-2.0065364	2.86993795	-2.69354595	-2.31468479
-2.49334105		-5.384351		-1.0461215	-1.3281980825																									-5.60453295	-0.252266299999999	-4.55361485	-0.176264850000001	-0.62324153	-2.12110768
-2.5737824	-1.80370475	-4.9964125		-6.597368																										0.434044485	0.305923275	-5.76478265	-1.04474745	6.135605	0.39050685
-4.15938225		-5.03328865		-2.24017975	-2.2968543935																									1.7499048	-1.0412574	-0.98614165	-1.321208425	4.0896947	-1.07524845
-5.32225735		-4.9344033		-2.41856135																										-6.3307445	0.3997365	-2.6897928	-1.434821735	1.68513655	-0.1491876
1.0901858	0.1413838	-6.33228015		-3.2953199																										4.20825035	-0.36428815	-4.4985186	2.42918355	7.8369155	0.540934249999999
-3.51450735		-6.9685205		4.434765	-0.353116849999999																									3.4897627	-0.66884805	-7.1560991	-0.176264850000001	3.2519241	0.3357517
-1.6582316	-2.644496415	-5.26022505		-5.75745435																										0.869313	-2.4036157	-6.48855315	0.692218	4.45449325	-0.0405179999999987
1.147521965	1.651701555	1.90650965	-0.2124115	-6.50485475																										1.05271747	-0.26992828	-1.9149781	2.12071105	0.17853268	-2.31266922
1.147521965	1.651701555	3.5627539	-0.61967895	-5.7436133																										4.55718015	-0.546229649999999	-5.71413975	-0.100263199999999	-4.85384535	2.353182
-3.0095843	-2.4778717	1.7307986	-0.7673553	-5.99017375																										2.5760119	-0.9595135	-5.8360855	-0.17626465	-4.61166235	-0.176264999999999
-0.249689786	4.398796814	2.41933605	-0.398235	-6.4038433																										4.7785865	0.477984500000001	-7.04311565	-0.1762641	0.87948955	1.282094105
1.00329355	-3.74494835	1.4813176	-0.41116225	-5.43919515																										3.0612608	-0.63789385	-5.82122565	-0.176264900000001	-3.57784425	3.54037975
-2.51825715	-3.4921317	-0.2453548	-0.5079948125	-5.1229808																										4.17410835	-0.721521399999999	-2.89229655	1.30475115	1.6096712	-1.6869148
0.050847525	-1.041967675	4.229171	0.1158407	-5.0883544																										-6.67027595	-0.39274455	-6.12796165	-0.1762649	-4.5829305	-0.17626465
-0.89823767	-4.22026497	-6.1272515		-5.17203285																										-2.2339539	3.1682071	-2.9056545	0.64566335	-5.5741435	0.61621655
0.48030836	-1.95787209	-6.1272515		-0.479170455	5.461797595																									2.0747901	-0.0763194999999999	-2.18584535	-1.191941315	0.569557185	-0.76968678
-1.8507083		3.85058985	0.0283334499999999	-7.54149075																										2.1522063	-1.1781337	-6.73710875	-0.176264600000001	3.75562645	0.7645855
2.1819804	-0.64324195	-1.6224028		-4.486501																										0.475374835	-0.0639949049999999	-6.63931765	-7.8905103	3.75562645	0.7645855
-0.7637481	0.4237041	3.332011	0.22977245	-5.3783918																										2.98962955	-3.0275225	-5.60962925	-2.28171335	-0.31219047	-1.40954917
0.084942925	-2.546995275	0.234989825	-0.579285465	-4.2432749																										5.8890948	0.849907050000001	-3.86807545	3.0284307	-0.27364617	-0.20609853
4.6418045	-0.1250615	-6.46978335		-5.3013645																										2.82429395	0.58275095	-6.3316634	-0.17626505	-0.81421357	3.67741483
-2.60023825		0.52196638	4.84758923	-1.0711425	-3.0332939																									-5.066283	-0.1762645	0.0232926	-1.54562915	2.3688788	-1.19123085
-6.3510561		3.8137171	0.44193825	-3.10657915																										-7.0879891	-0.25226625	-7.22665405	0.39973675	-4.5899597	-0.5799422
-1.0842328	-2.282822975	1.62113895	0.89314922	-4.3001366																										-5.08543105	-0.176264700000001	-1.24884498	3.29041657	0.35177222	-0.0245992799999999
1.46867155	-1.3518716	4.5902828	-0.1805711	-2.3058096																										-5.4032563	-0.7522663	-4.79998335	-0.176264849999999	0.30772786	5.69876311
2.0745111	1.936983513	1.2863366	-0.29513785	2.5268406	0.248825																									3.05612155	-0.534021399999999	-4.9854773	-1.91323045	-1.8784098	2.96121535
-4.92597285		1.07943402	0.680246075	-5.15400765																										2.7931794	9.6295768	0.469616505	5.206478155	-4.69698085	-0.100263099999999
