ES_mean_A_No_ES_Enh_only	Rel_exp_A_No_ES_Enh_only	ES_mean_N_No_ES_Enh_only	Rel_exp_N_No_ES_Enh_only	ES_mean_B_No_ES_Enh_only	Rel_exp_B_No_ES_Enh_only	ES_mean_A_ES_NEDE_only	Rel_exp_A_ES_NEDE_only	ES_mean_N_ES_REDE_only	Rel_exp_N_ES_REDE_only	ES_mean_N_ES_NEDE_only	Rel_exp_N_ES_NEDE_only	ES_mean_A_ES_nonEnhTE_only	Rel_exp_A_ES_nonEnhTE_only	ES_mean_A_ES_REDE_only	Rel_exp_A_ES_REDE_only	ES_mean_B_ES_NEDE_only	Rel_exp_B_ES_NEDE_only	ES_mean_N_ES_nonEnhTE_only	Rel_exp_N_ES_nonEnhTE_only	ES_mean_B_ES_nonEnhTE_only	Rel_exp_B_ES_nonEnhTE_only	ES_mean_A_Mixed	Rel_exp_A_Mixed	ES_mean_N_Mixed	Rel_exp_N_Mixed	ES_mean_B_ES_REDE_only	Rel_exp_B_ES_REDE_only	ES_mean_B_Mixed	Rel_exp_B_Mixed	ES_mean_All_A	Rel_exp_All_A	ES_mean_All_B	Rel_exp_All_B	ES_mean_All_N	Rel_exp_All_N
-4.47537755																														0.1553296	6.76516035				
-4.20338235																														-3.90007365	2.1922185				
3.1371087	0.6784947																													7.5244329	11.1832224				
4.5850947	0.169404450000001																													-2.29941035	-2.1108303225				
-1.02992022																														-5.0674689	2.5607009				
-1.309244975																														5.6294417	-0.0220076499999999				
-4.2615205																														1.9371221	0.15463985				
2.6826469	1.90849255																													-5.22744985	-0.1762647				
1.6744383	-0.701652																													-2.42769215	-1.5870271925				
2.2883752	-0.8431304																													-4.84800015	-0.231780500000001				
-6.4509975																														-6.46937275	-0.6762648				
-2.725301																														0.253130425	-1.651049325				
-2.4244135	-2.76086015																													-5.518182	-2.54474755				
5.4722205	0.72254975																													-1.98998065	-1.888236315				
-1.38584745	-2.018660905																													0.35211325	-1.0484401				
-0.510427085	0.28723974																													2.1915215	0.1319461				
1.8468831	-1.6859704																													1.6318253	1.226186915				
-2.62665215	-2.733425005																													-1.8991103	1.659948				
-4.53121195																														3.4636326	-0.09816285				
-0.66902783	2.16293087																													-1.299682	0.4630934				
-4.89934365																														1.88859155	-1.20617765				
-1.09074305																														0.280930655	-0.628498695				
-1.83135685	-1.716514825																													3.2432815	-0.5805932				
1.19359325	-1.1657448																													6.4874773	-0.4173574				
-3.7617825																														2.49261975	-2.04083325				
-5.91339075																														2.67609705	-0.69728555				
-5.0197165																														1.4694523	-0.5840541				
-1.8002431	-2.3397041675																													5.19008115	0.693191099999999				
0.69144423	0.97562568																													3.97661515	0.0572642999999999				
-6.8985382																														4.01107645	0.62417495				
-4.64708825																														2.45269815	-0.17496045				
-6.4434863																														2.661049	-0.508675				
-1.787955																														4.05672625	0.9815752				
-0.792463125	6.100887125																													-4.2534945	-0.3077821				
-1.02029603	-1.111830125																													-1.17483265	0.89947495				
-6.0272075																														0.1113828175	-0.5168813325				
1.55466185	4.739609																													4.47932715	-0.0952752500000003				
-4.8620481																														4.088784	-0.2587115				
-3.6287905																														1.98016285	-1.22655965				
0.508984375	-0.29874061																													-4.79468285	2.2274126				
-2.2741007																														2.3737446	-0.8929087				
-5.2615205																														6.53874585	-0.0571260000000002				
-5.1343405																														-2.66581535	0.601898				
-5.25242665																														0.6632324	-1.7633476				
-5.1678932																														-1.27199175	-1.15480327				
-5.27184415																														0.78535695	-0.7097622				
-5.15957785																														-2.3093053	-0.77345385				
-5.2127897																														2.9178537	-0.67813075				
-5.2127897																														-1.2378144	-0.642707625				
-5.2127897																														-1.2378144	-0.642707625				
-5.3867278																														6.02224215	-0.64326705				
-5.3335125																														4.55227475	-0.243314699999999				
-5.3615745																														4.8676296	-0.423897899999999				
-4.85025515																														2.929853	-0.5350505				
1.10207535	-0.39660015																													-1.8336144	-0.2345999				
-3.52899455																														1.2951419	-1.1361956				
-5.1288135																														0.022943115	-1.868684735				
1.25249455	-0.12479295																													2.0253764	-1.00510305				
2.3498027	0.0294504499999997																													5.43313225	0.13400755				
2.1631148	0.34585325																													-2.7226935	0.89973705				
5.6895613	0.35279155																													2.9408732	-0.5226484				
0.410020062	0.1574476095																													3.536921	-0.70452965				
2.60698845	0.0253969500000002																													0.306995615	-0.102922485				
-0.010008925	-0.0612682795																													-2.94886335	0.54746465				
2.9081893	0.338049																													-5.9031995	-0.17626475				
5.213473	-0.3144117																													2.0678748	-1.72949265				
4.2663022	4.8546565																													-3.0502386	-0.829979				
2.91544325	-3.56378495																													4.1693969	-0.67510315				
4.740242	-0.58448915																													-4.73057425	-0.1762649				
2.10595215	0.5520148																													-5.0737605	-2.20571145				
-1.54597915																														-2.1601407	2.63841345				
3.530576	0.78012575																													0.930229665	-0.913254635				
2.7096467	0.82516195																													-2.8975232	-3.267291525				
-2.541758	-2.77731215																													-4.6043631	1.61621675				
1.1410586	0.432145425																													-3.7941928	0.0312540500000003				
1.3434679	-0.352716																													-5.71268735	-0.176264849999999				
1.6983094	0.0334055																													3.0558925	0.3980002				
1.6983094	0.0334055																													4.2227917	0.72077195				
1.6983094	0.0334055																													1.038799415	0.755202265				
2.36865515	0.12712245																													1.38316165	-2.02316335				
-3.48396565																														4.7276523	-0.3812074				
-6.7131613																														4.881541	-0.139234999999999				
-6.9225763																														3.0632561	-0.1495712				
-6.3718082																														5.2511105	-0.156353050000001				
4.4963002	-0.11181925																													-7.02434975	-0.176264799999999				
0.31949296	-2.64543754																													-0.5870863	-5.21233545				
-0.51492709	-0.33818738																													3.7394183	1.4749179				
1.2683275	-0.5150406																													3.89657035	-0.5402143				
2.1113029	-0.0898764499999998																													1.01337245	-0.00622703500000021				
-3.4457753																														4.5453988	-0.630124400000001				
2.25145165	-0.41732405																													2.98341845	0.01386705				
