TS_REDE_es_mean	TS_REDE_ts_mean	TS_REDE_Rel_exp	TS_NEDE_es_mean	TS_NEDE_ts_mean	TS_NEDE_Rel_exp	TS_nonEnhTE_es_mean	TS_nonEnhTE_ts_mean	TS_nonEnhTE_Rel_exp	No_TS_Enh_es_mean	No_TS_Enh_ts_mean	No_TS_Enh_Rel_exp	es_mean	ts_mean	Rel_exp
 	 	 	 	 	 	 	 	 	0.05882657	0.57844926	-0.51962269	-3.918854	-3.24258915	
 	 	 	 	 	 	 	 	 	-2.277076	0.86100405	-3.13808005	-5.1580634	-4.98179865	
 	 	 	 	 	 	 	 	 	0.262970065	0.417313415	-0.15434335	2.7437358	4.89616685	-2.15243105
 	 	 	 	 	 	 	 	 	2.6259594	2.7109932	-0.0850337999999997	-7.64235825	-7.5420953	
 	 	 	 	 	 	 	 	 	0.53653535	1.36609005	-0.8295547	-6.3180295	-6.14176485	
 	 	 	 	 	 	 	 	 	-6.0256834	-4.5364516		-6.69074015	-0.09689405	-6.5938461
 	 	 	 	 	 	 	 	 	4.4678297	4.14693375	0.32089595	-3.86302335	-6.26276	
 	 	 	 	 	 	 	 	 	3.35925745	3.4643131	-0.10505565	-0.25269351	-6.90293435	6.65024084
 	 	 	 	 	 	 	 	 	-5.8044345	-5.6281698		-5.9089985	-5.732734	
 	 	 	 	 	 	 	 	 	-6.6108802	-4.06613255		3.4684676	-3.74615215	7.21461975
 	 	 	 	 	 	 	 	 	-4.4596594	-4.28339455		5.10339215	3.33373775	1.7696544
 	 	 	 	 	 	 	 	 	-5.44490885	-5.268644		5.13365055	3.0773502	2.05630035
 	 	 	 	 	 	 	 	 	-5.01343135	-2.30771955		-3.4555897	-4.431328	
 	 	 	 	 	 	 	 	 	0.94569475	-3.26861295	4.2143077	-4.2194719	-4.04320725	
 	 	 	 	 	 	 	 	 	0.51427217	1.06859775	-0.55432558	-0.712694225	-6.15601575	5.443321525
 	 	 	 	 	 	 	 	 	1.517324935	2.61657785	-1.099252915	-8.059781	-7.8835172	
 	 	 	 	 	 	 	 	 	1.77963915	3.41752205	-1.6378829	-4.8177067	-4.641442	
 	 	 	 	 	 	 	 	 	-1.5077627	-0.064261681	-1.443501019	-4.4709041	-4.29463925	
 	 	 	 	 	 	 	 	 	-1.37067015	-1.2156579		-4.29480535	-4.11854055	
 	 	 	 	 	 	 	 	 	0.774133725	-6.74138855	7.515522275	-4.7041365	-4.52787185	
 	 	 	 	 	 	 	 	 	-6.83869195	-6.66242715		-4.309912	-4.1336473	
 	 	 	 	 	 	 	 	 	-6.2340647	-6.05780035		-4.3023785	-4.1261139	
 	 	 	 	 	 	 	 	 	2.9690386	-7.40735735	10.37639595	-4.5280045	-4.35173975	
 	 	 	 	 	 	 	 	 	0.94037603	3.1234517	-2.18307567	2.0431036	1.68563205	0.35747155
 	 	 	 	 	 	 	 	 	5.3230629	3.60617185	1.71689105	0.193785847	1.85504015	-1.661254303
 	 	 	 	 	 	 	 	 	-3.2113606	-3.7163808		-4.7287018	-4.552437	
 	 	 	 	 	 	 	 	 	-1.8268604	1.70744255	-3.53430295	-4.51502635	-4.3387617	
 	 	 	 	 	 	 	 	 	0.94028278	-1.7715295	2.71181228	-5.377197	-5.2009325	
 	 	 	 	 	 	 	 	 	0.1874089785	1.5814843	-1.3940753215	0.0213926265	1.43737025	-1.4159776235
 	 	 	 	 	 	 	 	 	4.09963885	2.6963579	1.40328095	-0.959399135	-0.432039265	-0.52735987
 	 	 	 	 	 	 	 	 	0.861029725	1.1006661	-0.239636375	-4.71683075	-4.61656725	
 	 	 	 	 	 	 	 	 	-0.36494512	-0.61504783	0.25010271	-5.6537149	-5.47745015	
 	 	 	 	 	 	 	 	 	2.90250905	3.3637643	-0.46125525	2.3272263	3.28520645	-0.95798015
 	 	 	 	 	 	 	 	 	1.5488896	0.856867588	0.692022012	2.65680555	3.2514642	-0.59465865
 	 	 	 	 	 	 	 	 	1.71928305	1.69846	0.0208230500000002	-1.0240923	-0.634585565	-0.389506735
 	 	 	 	 	 	 	 	 	1.44968305	2.7317882	-1.28210515	0.34935723	-0.59949284	0.94885007
 	 	 	 	 	 	 	 	 	-2.08601625	-0.519557535	-1.566458715	1.408511	0.71303009	0.69548091
 	 	 	 	 	 	 	 	 	0.44407807	0.435763863	0.00831420699999996	3.0173681	3.2299726	-0.2126045
 	 	 	 	 	 	 	 	 	-3.47828595	-2.57418155		0.453724965	0.37018533	0.083539635
 	 	 	 	 	 	 	 	 	-3.09865725	-5.77261225		1.64229215	3.2128844	-1.57059225
 	 	 	 	 	 	 	 	 	-0.46899052	-5.6545562	5.18556568	2.24088355	2.2272911	0.0135924500000004
 	 	 	 	 	 	 	 	 	-0.39396867	-0.775836	0.38186733	2.2275688	2.62132425	-0.39375545
 	 	 	 	 	 	 	 	 	-4.8873407	-4.8630792		3.9197134	2.5187485	1.4009649
 	 	 	 	 	 	 	 	 	2.0925981	2.6368488	-0.5442507	0.75899351	-0.338260545	1.097254055
 	 	 	 	 	 	 	 	 	3.604509	1.1836665	2.4208425	1.0523872	1.74989345	-0.69750625
 	 	 	 	 	 	 	 	 	0.714871665	0.1350589	0.579812765	1.33152635	0.628430425	0.703095925
 	 	 	 	 	 	 	 	 	0.3436505065	3.68362935	-3.3399788435	2.5185726	2.38486755	0.13370505
 	 	 	 	 	 	 	 	 	1.9086358	1.7290747	0.1795611	-4.96272945	-5.362466	
 	 	 	 	 	 	 	 	 	2.4008858	4.041102	-1.6402162	-0.55436888	-4.61248875	4.05811987
 	 	 	 	 	 	 	 	 	-2.4438194	-3.4744565		-0.625742185	-5.6554096	5.029667415
 	 	 	 	 	 	 	 	 	-0.018693457	1.68090695	-1.699600407	-5.35810225	-8.237518	
 	 	 	 	 	 	 	 	 	2.6236215	2.71628275	-0.0926612500000004	0.986503735	2.17435025	-1.187846515
 	 	 	 	 	 	 	 	 	-0.76524311	-0.238671462	-0.526571648	1.91647235	7.78186635	-5.865394
 	 	 	 	 	 	 	 	 	-1.8990897	-2.46875155		-4.2364042	2.7376482	-6.9740524
 	 	 	 	 	 	 	 	 	4.4119572	4.1160409	0.2959163	3.15460015	2.423184165	0.731415985
 	 	 	 	 	 	 	 	 	2.1231499	2.71529425	-0.59214435	3.07513915	2.7146574	0.36048175
 	 	 	 	 	 	 	 	 	-4.3879149	-4.21165015		2.59741825	3.88146825	-1.28405
 	 	 	 	 	 	 	 	 	6.619823	6.5154309	0.1043921	-5.5316951	-6.0074335	
 	 	 	 	 	 	 	 	 	3.54694115	3.9276549	-0.38071375	-5.7145805	-5.538316	
 	 	 	 	 	 	 	 	 	3.3196043	1.7132385	1.6063658	4.6725707	-0.96331565	5.63588635
 	 	 	 	 	 	 	 	 	3.2412956	3.3503318	-0.1090362	2.5877244	-0.402836725	2.990561125
 	 	 	 	 	 	 	 	 	2.8835746	2.98611465	-0.10254005	-0.84621194	2.8496877	-3.69589964
 	 	 	 	 	 	 	 	 	3.33776345	3.5185765	-0.18081305	-2.76096245	-4.27894565	
 	 	 	 	 	 	 	 	 	-1.8522046	-1.1420675		-5.1829263	-0.501669835	-4.681256465
 	 	 	 	 	 	 	 	 	-1.77944455	-0.41071094	-1.36873361	-0.730940415	-2.1524057	1.421465285
 	 	 	 	 	 	 	 	 	-5.85509105	-3.20489525		-1.63612125	-6.47794325	
 	 	 	 	 	 	 	 	 	-0.11137484	-0.21489685	0.10352201	-4.3074053	-4.13114045	
 	 	 	 	 	 	 	 	 	-2.6924993	-4.03110815		-8.2750555	-8.09879065	
 	 	 	 	 	 	 	 	 	0.2822274	-4.786181	5.0684084	-5.54831665	-5.372052	
 	 	 	 	 	 	 	 	 	-6.4443385	-6.26807385		-5.38316135	-5.20689655	
 	 	 	 	 	 	 	 	 	2.36345445	2.5791917	-0.21573725	0.385059795	1.06511155	-0.680051755
 	 	 	 	 	 	 	 	 	-1.41573463	-2.48539635		-5.9649458	-5.7886812	
 	 	 	 	 	 	 	 	 	-5.0885271	-4.78074535		-2.11726705	-1.94100235	
 	 	 	 	 	 	 	 	 	0.93168071	0.294222495	0.637458215	-6.0674689	-5.96720575	
 	 	 	 	 	 	 	 	 	2.7542604	0.8715176	1.8827428	-1.4848035	-2.1553357	
 	 	 	 	 	 	 	 	 	4.06880905	4.7851298	-0.71632075	-2.6754053	-7.457578	
 	 	 	 	 	 	 	 	 	-8.1188763	-6.1501305		-1.281103	-8.26350275	
 	 	 	 	 	 	 	 	 	-6.22213635	-6.0458715		-1.4373409	-4.2298157	
 	 	 	 	 	 	 	 	 	-6.89487455	-6.71861		-2.98509465	-5.9142785	
 	 	 	 	 	 	 	 	 	-3.8455361	-5.90623685		0.9141886	2.9132221	-1.9990335
 	 	 	 	 	 	 	 	 	-6.7266875	-7.20242615		-6.5735725	-6.39730775	
 	 	 	 	 	 	 	 	 	-6.52253015	-6.0537842		-6.12265375	-5.15390775	
 	 	 	 	 	 	 	 	 	-3.67368515	-2.37768765		0.03316515	2.29858965	-2.2654245
 	 	 	 	 	 	 	 	 	-8.2089335	-8.0326686		-0.12721112	-0.761690615	0.634479495
 	 	 	 	 	 	 	 	 	-4.73735735	-7.40925425		-0.10917459	-0.869718672	0.760544082
 	 	 	 	 	 	 	 	 	-2.1911822	-0.91859492	-1.27258728	-0.65624055	-0.74889245	0.0926518999999999
 	 	 	 	 	 	 	 	 	-2.0278392	-3.3953059		-6.31842375	-6.2181604	
 	 	 	 	 	 	 	 	 	-6.8515859	-6.014357		6.0982452	6.07820265	0.0200425500000003
 	 	 	 	 	 	 	 	 	-6.0851055	-6.69236115		0.452080345	1.0085847	-0.556504355
 	 	 	 	 	 	 	 	 	-0.393318695	-2.1424693	1.749150605	3.42733775	3.65937865	-0.2320409
 	 	 	 	 	 	 	 	 	-5.82848925	-4.86870435		-0.333221648	-1.159069125	0.825847477
 	 	 	 	 	 	 	 	 	-0.503239595	1.4043194	-1.907558995	-4.27289605	-6.0728672	
 	 	 	 	 	 	 	 	 	-6.02641985	-7.29463935		-0.018863521	0.4339978	-0.452861321
 	 	 	 	 	 	 	 	 	-8.29084925	-8.190586		-4.8231245	-7.4598268	
 	 	 	 	 	 	 	 	 	-6.78158725	-6.605323		-3.54517975	-4.95850885	
 	 	 	 	 	 	 	 	 	-4.2870252	-5.5552449		-5.68003345	-8.05944965	
 	 	 	 	 	 	 	 	 	-5.92707335	-5.7508088		-2.63063755	-1.70255695	
 	 	 	 	 	 	 	 	 	-5.8865018	-5.71023705		2.06631975	2.01450675	0.0518129999999997
 	 	 	 	 	 	 	 	 	-6.40560165	-6.229337		-5.4953383	-5.31907345	
 	 	 	 	 	 	 	 	 	-5.4204085	-0.338590675	-5.081817825	-6.9123015	-6.7360373	
 	 	 	 	 	 	 	 	 	-2.3253704	-0.49729761	-1.82807279	-3.49212185	-0.07124345	-3.4208784
 	 	 	 	 	 	 	 	 	-2.15413235	-4.86328245		-2.28023215	-2.7354846	
 	 	 	 	 	 	 	 	 	-6.3820441	-6.85778235		-5.5599475	-5.3836825	
 	 	 	 	 	 	 	 	 	-4.814625	-6.1405832		-6.0817685	-5.9055035	
 	 	 	 	 	 	 	 	 	-1.11585555	-0.17343245	-0.9424231	-5.5523278	-2.71509895	
 	 	 	 	 	 	 	 	 	-3.002455	-3.32619035		-4.2925255	-5.70122315	
 	 	 	 	 	 	 	 	 	-5.35211865	-6.91281965		-5.3748045	-5.19854	
 	 	 	 	 	 	 	 	 	-7.0516048	-6.95134165		-0.73336125	-2.0200962	1.28673495
 	 	 	 	 	 	 	 	 	-2.22691855	-6.7569194		-6.29543805	-6.1191732	
 	 	 	 	 	 	 	 	 	-5.7123082	-7.4894888		-5.88582965	-5.861568	
 	 	 	 	 	 	 	 	 	-7.66203815	-7.561775		-4.0070721	-4.8660022	
 	 	 	 	 	 	 	 	 	-1.79700005	-4.6214867		-8.0769933	-7.82472715	
 	 	 	 	 	 	 	 	 	-1.3197844	-2.6150562		-5.3335125	-5.1572478	
 	 	 	 	 	 	 	 	 	-6.0908852	-6.13110045		-1.6766856	-4.39835045	
 	 	 	 	 	 	 	 	 	-6.73729475	-6.63703185		-4.62983525	-4.45357015	
 	 	 	 	 	 	 	 	 	-2.1151495	-0.36973854	-1.74541096	0.399423135	-3.73789075	4.137313885
 	 	 	 	 	 	 	 	 	-5.3359745	-5.1597098		-5.1839714	-2.922744	
 	 	 	 	 	 	 	 	 	-2.5560772	-4.1519727		-0.87089695	0.92019775	-1.7910947
 	 	 	 	 	 	 	 	 	-5.4505999	-5.27433515		-6.55361485	-6.37735	
 	 	 	 	 	 	 	 	 	-4.63222085	-2.25979755		-4.0786669	-1.09504735	
 	 	 	 	 	 	 	 	 	-3.55133695	-3.19200815		1.5423319	1.9793912	-0.4370593
 	 	 	 	 	 	 	 	 	-2.5530548	-2.62084065		-2.949916	-5.8586138	
 	 	 	 	 	 	 	 	 	-5.31347285	-6.79817175		-4.54376585	-4.44350275	
 	 	 	 	 	 	 	 	 	1.495200885	-7.3121741	8.807374985	-1.62451685	-1.64852105	
 	 	 	 	 	 	 	 	 	-5.5567625	-1.7128024		-4.5055373	-4.9404687	
 	 	 	 	 	 	 	 	 	-7.2744134	-6.52214715		-7.86108625	-2.94286395	
 	 	 	 	 	 	 	 	 	-7.6435645	-7.4672998		-5.2168028	-4.4645365	
 	 	 	 	 	 	 	 	 	-5.3669013	-5.983118		-6.08689335	-5.3346272	
 	 	 	 	 	 	 	 	 	-2.3973683	-4.90183165		-6.037076	-5.86081145	
 	 	 	 	 	 	 	 	 	2.41342645	2.3585169	0.0549095500000001	-4.2114495	-4.03518485	
 	 	 	 	 	 	 	 	 	-6.44661835	-6.27035355		-6.6640389	-6.48777415	
 	 	 	 	 	 	 	 	 	-6.0588505	-5.8825858		-5.8264875	0.7248049	-6.5512924
 	 	 	 	 	 	 	 	 	-6.5916105	-6.41534545		-3.49928355	-2.11620495	
 	 	 	 	 	 	 	 	 	-6.1079335	-5.931669		-2.5802865	-4.03553915	
 	 	 	 	 	 	 	 	 	-4.9197065	-4.74344185		-3.1920216	-1.5846908	
 	 	 	 	 	 	 	 	 	-6.7060411	-6.52977625		-7.7535018	-8.1532385	
 	 	 	 	 	 	 	 	 	-2.84592695	-2.8084291		-7.3359745	-7.1597098	
 	 	 	 	 	 	 	 	 	-6.95956065	-6.859298		-7.89111325	-4.9982035	
 	 	 	 	 	 	 	 	 	-3.8282995	-5.7077152		-4.12476115	-5.89298105	
 	 	 	 	 	 	 	 	 	2.592016	1.54953985	1.04247615	-6.78699575	-6.5347295	
 	 	 	 	 	 	 	 	 	-0.432234965	1.78983175	-2.222066715	-5.29985835	-5.1235937	
 	 	 	 	 	 	 	 	 	-4.82372885	-5.22346575		-4.8264877	-4.5742215	
 	 	 	 	 	 	 	 	 	-5.3795855	-5.203321		-6.1678929	-5.9916284	
 	 	 	 	 	 	 	 	 	-4.4372583	-6.61121345		-2.376613	-3.42720745	
 	 	 	 	 	 	 	 	 	-6.6750102	-6.5747471		-6.76569605	-6.589431	
 	 	 	 	 	 	 	 	 	-4.6318405	-4.4555758		-6.48816205	-6.311897	
 	 	 	 	 	 	 	 	 	-3.12204705	-6.58642565		-5.25633095	-5.08006645	
 	 	 	 	 	 	 	 	 	-2.6404464	-1.9219149		-4.2300126	-6.29071355	
 	 	 	 	 	 	 	 	 	-1.8823341	-2.78325655		-6.42654465	-6.25027975	
 	 	 	 	 	 	 	 	 	-4.7842174	-6.55243675		-0.445126205	-0.4275678	-0.017558405
 	 	 	 	 	 	 	 	 	-3.8931253	-0.73204753	-3.16107777	-6.4207575	-6.2444928	
 	 	 	 	 	 	 	 	 	-6.704613	-5.87634525		-4.16664875	0.736508275	-4.903157025
 	 	 	 	 	 	 	 	 	-3.3504548	-6.50863275		-5.1952695	-2.5745205	
 	 	 	 	 	 	 	 	 	-4.2594735	-6.2441728		-5.1357544	-4.95948955	
 	 	 	 	 	 	 	 	 	-4.8014347	-4.493653		-4.8546055	-5.26330325	
 	 	 	 	 	 	 	 	 	-4.09289935	-5.63533715		-4.59531435	-4.4190497	
 	 	 	 	 	 	 	 	 	-3.3257735	-4.70518945		-4.3248625	-4.1485978	
 	 	 	 	 	 	 	 	 	-4.60064415	-4.5631465		-2.51796135	-1.505484	
 	 	 	 	 	 	 	 	 	-7.0780965	-7.05383515		-7.3017175	-7.2774557	
 	 	 	 	 	 	 	 	 	-2.42412725	-2.660848		-6.5834491	-4.3311826	
 	 	 	 	 	 	 	 	 	-6.57355365	-7.8417733		-1.5945575	1.06571408	-2.66027158
 	 	 	 	 	 	 	 	 	-2.6043185	-7.57935215		-4.43690335	-4.26063845	
 	 	 	 	 	 	 	 	 	-4.74025525	-6.800956		-4.8017653	-4.62550045	
 	 	 	 	 	 	 	 	 	-7.2744134	-7.09814855		-0.92825075	-6.458578	5.53032725
 	 	 	 	 	 	 	 	 	-5.8065269	-7.282265		-3.97044035	-5.8236225	
 	 	 	 	 	 	 	 	 	-5.96490645	-4.6086938		-1.97356725	-0.642324825	-1.331242425
 	 	 	 	 	 	 	 	 	-2.1538449	2.31382545	-4.46767035	-5.4009067	-5.224642	
 	 	 	 	 	 	 	 	 	2.62380515	4.5408422	-1.91703705	0.09873652	0.171181195	-0.072444675
 	 	 	 	 	 	 	 	 	-2.4910147	-0.899712485	-1.591302215	-5.00951945	-1.42556315	
 	 	 	 	 	 	 	 	 	-0.38557917	-7.22405375	6.83847458	-5.7258885	-5.5496238	
 	 	 	 	 	 	 	 	 	1.11643415	1.9423532	-0.82591905	-5.29869535	0.0607305499999999	-5.3594259
 	 	 	 	 	 	 	 	 	-6.38196345	-0.2522534	-6.12971005	-5.22612335	-5.04985885	
 	 	 	 	 	 	 	 	 	0.82347755	1.088116245	-0.264638695	-2.88023335	0.889894885	-3.770128235
 	 	 	 	 	 	 	 	 	-4.2246944	-5.361397		2.74838795	2.23904245	0.5093455
 	 	 	 	 	 	 	 	 	1.70938105	4.39757555	-2.6881945	-1.9144534	-6.23693535	
 	 	 	 	 	 	 	 	 	-0.6475442	-0.252471015	-0.395073185	-6.78744535	-6.61118055	
 	 	 	 	 	 	 	 	 	-5.5616315	-6.53737		-4.2060764	-4.0298115	
 	 	 	 	 	 	 	 	 	0.65541719	1.1682308	-0.51281361	-7.41232535	-7.23606035	
 	 	 	 	 	 	 	 	 	3.1605478	3.3576361	-0.1970883	-1.2572708	0.82552273	-2.08279353
 	 	 	 	 	 	 	 	 	-1.7214016	-1.5479273		-3.035931	-7.9740757	
 	 	 	 	 	 	 	 	 	3.88436615	3.99737025	-0.1130041	5.6153305	5.5169853	0.0983451999999998
 	 	 	 	 	 	 	 	 	-5.621928	-5.4456632		5.12208865	4.58821605	0.5338726
 	 	 	 	 	 	 	 	 	3.0941083	3.57358215	-0.47947385	2.3463099	4.13764285	-1.79133295
 	 	 	 	 	 	 	 	 	0.795247825	2.314878	-1.519630175	4.36191125	5.0491288	-0.68721755
 	 	 	 	 	 	 	 	 	-3.4197772	-2.26177525		-1.58104455	-0.00824444000000001	-1.57280011
 	 	 	 	 	 	 	 	 	-3.5506506	-6.696314		1.6340872	1.88783935	-0.25375215
 	 	 	 	 	 	 	 	 	1.70800525	2.91778615	-1.2097809	-2.4365079	-2.21574075	
 	 	 	 	 	 	 	 	 	2.07929125	2.40710495	-0.3278137	4.7890315	4.626944	0.1620875
 	 	 	 	 	 	 	 	 	0.44749528	1.7887883	-1.34129302	3.33848775	4.660859	-1.32237125
 	 	 	 	 	 	 	 	 	2.10615705	3.63697125	-1.5308142	3.0760945	3.4874872	-0.4113927
 	 	 	 	 	 	 	 	 	3.7141899	4.17419065	-0.46000075	3.0239237	2.4597764	0.5641473
 	 	 	 	 	 	 	 	 	-0.7573918	1.78924525	-2.54663705	3.12523405	2.39023675	0.7349973
 	 	 	 	 	 	 	 	 	4.465736	3.8841082	0.5816278	4.24507515	0.73557576	3.50949939
 	 	 	 	 	 	 	 	 	1.36236975	0.40224205	0.9601277	2.86957655	3.9095886	-1.04001205
 	 	 	 	 	 	 	 	 	2.76290265	2.1691052	0.59379745	2.75857185	3.6588925	-0.90032065
 	 	 	 	 	 	 	 	 	2.97919095	1.72626395	1.252927	6.32231775	6.8832047	-0.56088695
 	 	 	 	 	 	 	 	 	4.4105973	2.71812545	1.69247185	-6.948549	-6.7722842	
 	 	 	 	 	 	 	 	 	3.1669768	3.04784965	0.11912715	-7.743117	-6.99085075	
 	 	 	 	 	 	 	 	 	2.4161026	2.1405339	0.2755687	4.840879	-0.42744915	5.26832815
 	 	 	 	 	 	 	 	 	1.39014805	1.07664695	0.3135011	-0.0134237	0.920487525	-0.933911225
 	 	 	 	 	 	 	 	 	-6.54628945	-6.44602635		-3.8303345	-1.81628705	
 	 	 	 	 	 	 	 	 	5.03268145	3.61727395	1.4154075	5.1001302	5.20175315	-0.10162295
 	 	 	 	 	 	 	 	 	3.6423086	3.4226991	0.2196095	-0.36110343	1.82971835	-2.19082178
 	 	 	 	 	 	 	 	 	-2.75941205	-7.38131115		4.29170725	3.40781305	0.8838942
 	 	 	 	 	 	 	 	 	2.8330319	2.3238513	0.5091806	2.23965715	2.3809825	-0.14132535
 	 	 	 	 	 	 	 	 	1.3086595	1.54444325	-0.23578375	1.8453871	0.66516738	1.18021972
 	 	 	 	 	 	 	 	 	1.3635736	2.60452225	-1.24094865	0.701434195	0.871225	-0.169790805
 	 	 	 	 	 	 	 	 	0.88026598	1.58961385	-0.70934787	3.5398593	3.4365759	0.1032834
 	 	 	 	 	 	 	 	 	-6.5012176	-6.40095445		-1.72404255	-5.8390055	
 	 	 	 	 	 	 	 	 	-6.0692455	-5.89298105		0.59912302	-5.2056988	5.80482182
 	 	 	 	 	 	 	 	 	4.1035314	4.21389515	-0.110363750000001	-3.1365503	-5.90477015	
 	 	 	 	 	 	 	 	 	-5.54831665	-5.372052		-6.20000765	-6.023743	
 	 	 	 	 	 	 	 	 	3.46313665	2.6783985	0.78473815	-5.78384335	-5.60757855	
 	 	 	 	 	 	 	 	 	-0.56610215	0.74858275	-1.3146849	3.5505993	2.191335	1.3592643
 	 	 	 	 	 	 	 	 	0.671756485	2.30609295	-1.634336465	2.6457196	3.2247614	-0.5790418
 	 	 	 	 	 	 	 	 	4.57156	4.65132985	-0.0797698499999999	2.5407946	2.46263595	0.0781586499999998
 	 	 	 	 	 	 	 	 	1.68891775	1.3402031	0.34871465	1.4541978	0.9410076	0.5131902
 	 	 	 	 	 	 	 	 	5.43052695	5.039324	0.39120295	2.75580405	2.2897569	0.46604715
 	 	 	 	 	 	 	 	 	-6.869183	-6.69291855		-0.97711105	4.38661015	-5.3637212
 	 	 	 	 	 	 	 	 	2.38964315	3.27645925	-0.8868161	-1.4558489	-0.538009285	-0.917839615
 	 	 	 	 	 	 	 	 	2.26439595	1.5735586	0.69083735	-5.67690325	-8.2766055	
 	 	 	 	 	 	 	 	 	2.1928198	2.5882514	-0.3954316	1.6966011	2.62229585	-0.92569475
 	 	 	 	 	 	 	 	 	4.30866415	3.6104028	0.69826135	1.36565595	1.56930025	-0.2036443
 	 	 	 	 	 	 	 	 	1.27652095	1.74269635	-0.4661754	1.7786396	-2.4280285	4.2066681
 	 	 	 	 	 	 	 	 	-4.564783	-3.59603725		-0.00884873999999999	1.0767434	-1.08559214
 	 	 	 	 	 	 	 	 	1.589445	0.6442694	0.9451756	0.8310366	0.8377791	-0.00674249999999998
 	 	 	 	 	 	 	 	 	2.71281875	3.5340589	-0.82124015	-6.82262485	-6.72236185	
 	 	 	 	 	 	 	 	 	-5.3171238	-2.7580916		-0.104471505	0.244873595	-0.3493451
 	 	 	 	 	 	 	 	 	0.1309424	-4.086599	4.2175414	2.71670015	3.56348125	-0.8467811
 	 	 	 	 	 	 	 	 	1.6623003	2.62988975	-0.96758945	-5.1286719	-4.95240715	
 	 	 	 	 	 	 	 	 	5.5885705	3.7577631	1.8308074	-4.8017653	-4.62550045	
 	 	 	 	 	 	 	 	 	2.13646	0.87985855	1.25660145	-2.56678595	-6.74764375	
 	 	 	 	 	 	 	 	 	-0.83151077	1.7953505	-2.62686127	3.3227388	4.03602345	-0.71328465
 	 	 	 	 	 	 	 	 	5.1852945	5.13159395	0.0537005500000003	0.469185175	1.52476875	-1.055583575
 	 	 	 	 	 	 	 	 	5.1524795	5.38311	-0.2306305	-4.4230755	-3.0948075	
 	 	 	 	 	 	 	 	 	0.1951892415	0.176605655	0.0185835865	-4.63983295	-4.4635683	
 	 	 	 	 	 	 	 	 	-0.917020735	-1.2583424	0.341321665	-3.1569822	-0.819753415	-2.337228785
 	 	 	 	 	 	 	 	 	-5.22477825	-5.7912268		-1.129977365	1.148697495	-2.27867486
 	 	 	 	 	 	 	 	 	-3.2340149	2.22482265	-5.45883755	-6.73897025	-6.5627058	
 	 	 	 	 	 	 	 	 	3.55529925	3.6356579	-0.08035865	-0.305086135	1.61714635	-1.922232485
 	 	 	 	 	 	 	 	 	-6.3042655	-6.128001		-7.62027275	-7.36800645	
 	 	 	 	 	 	 	 	 	4.10769605	4.02623265	0.0814633999999996	1.82196245	2.3118031	-0.48984065
 	 	 	 	 	 	 	 	 	2.3572475	2.62870365	-0.271456150000001	2.6045129	2.1204457	0.4840672
 	 	 	 	 	 	 	 	 	1.7009883	2.62165415	-0.92066585	0.8732655	1.12204625	-0.24878075
 	 	 	 	 	 	 	 	 	-0.607628375	0.544548705	-1.15217708	2.585847	2.5607623	0.0250846999999998
 	 	 	 	 	 	 	 	 	3.3096568	3.7083433	-0.3986865	3.5106238	3.2765354	0.2340884
 	 	 	 	 	 	 	 	 	-6.9811582	-6.8048938		3.6697015	4.93615	-1.2664485
 	 	 	 	 	 	 	 	 	0.2766025615	-1.63425815	1.9108607115	2.25552145	2.67563355	-0.4201121
 	 	 	 	 	 	 	 	 	5.1860277	4.7790179	0.407009800000001	3.78610465	2.6560377	1.13006695
 	 	 	 	 	 	 	 	 	1.5522058	1.12511847	0.42708733	2.89246655	3.1764444	-0.28397785
 	 	 	 	 	 	 	 	 	-4.5423329	-3.5298555		2.7152824	2.792418	-0.0771356000000001
 	 	 	 	 	 	 	 	 	0.378428005	-0.15057105	0.528999055	3.47157145	2.51653365	0.9550378
 	 	 	 	 	 	 	 	 	-3.47069645	-3.60092		0.20822376	-1.25581025	1.46403401
 	 	 	 	 	 	 	 	 	3.5431412	2.8496499	0.6934913	-1.3695789	-0.96596078	-0.40361812
 	 	 	 	 	 	 	 	 	-0.258513905	-0.819759	0.561245095	1.337231	1.23382125	0.10340975
 	 	 	 	 	 	 	 	 	-5.7454665	-5.56920215		2.3673298	1.9883183	0.3790115
 	 	 	 	 	 	 	 	 	0.21456312	-6.907336	7.12189912	-6.31178935	-6.1355247	
 	 	 	 	 	 	 	 	 	-7.2432749	-7.06701015		-6.331693	-7.02391125	
 	 	 	 	 	 	 	 	 	-4.7454665	-4.56920215		2.890116	2.40709195	0.48302405
 	 	 	 	 	 	 	 	 	-6.69106385	-5.51479885		3.84801235	3.12978385	0.7182285
 	 	 	 	 	 	 	 	 	1.49704145	-2.97450325	4.4715447	1.8607178	0.9645537	0.8961641
 	 	 	 	 	 	 	 	 	-0.072672095	-2.85893235	2.786260255	3.018971	3.38482835	-0.365857350000001
 	 	 	 	 	 	 	 	 	-3.66124485	-6.72194555		6.80831985	6.51252	0.29579985
 	 	 	 	 	 	 	 	 	2.5242262	2.58124935	-0.05702315	6.5874871	6.53138205	0.0561050500000002
 	 	 	 	 	 	 	 	 	0.696259475	1.01550863	-0.319249155	2.7784281	1.71232805	1.06610005
 	 	 	 	 	 	 	 	 	-0.52424547	0.1654818	-0.68972727	3.60138715	3.8008114	-0.19942425
